movieid,Total_number_of_Users,Total_ratings,Average_ratings
2350,19,53.0,2.79
2351,111,467.0,4.21
2352,838,3247.0,3.87
2353,988,3643.0,3.69
2354,141,392.0,2.78
2355,1703,6564.0,3.85
2356,96,278.0,2.90
2357,215,921.0,4.28
2358,4,16.0,4.00
2359,703,2727.0,3.88
2360,117,504.0,4.31
2361,158,512.0,3.24
2362,53,151.0,2.85
2363,301,999.0,3.32
2364,121,336.0,2.78
2365,136,377.0,2.77
2366,756,2764.0,3.66
2367,309,852.0,2.76
2368,58,98.0,1.69
2369,840,2482.0,2.95
2370,142,499.0,3.51
2371,599,2153.0,3.59
2372,238,706.0,2.97
2373,189,469.0,2.48
2374,244,715.0,2.93
2375,418,1209.0,2.89
2376,325,1062.0,3.27
2377,183,539.0,2.95
2378,413,1238.0,3.00
2379,225,537.0,2.39
2380,196,398.0,2.03
2381,174,333.0,1.91
2382,150,265.0,1.77
2383,149,247.0,1.66
2384,523,1721.0,3.29
2385,146,376.0,2.58
2386,59,116.0,1.97
2387,217,602.0,2.77
2388,15,52.0,3.47
2389,264,700.0,2.65
2390,330,1218.0,3.69
2391,745,2795.0,3.75
2392,205,458.0,2.23
2393,807,2702.0,3.35
2394,579,2068.0,3.57
2395,1220,4686.0,3.84
2396,2369,9778.0,4.13
2397,23,76.0,3.30
2398,380,1505.0,3.96
2399,223,595.0,2.67
2400,43,123.0,2.86
2401,312,1176.0,3.77
2402,401,1133.0,2.83
2403,397,1418.0,3.57
2404,301,705.0,2.34
2405,673,2129.0,3.16
2406,1345,4962.0,3.69
2407,1006,3559.0,3.54
2408,259,655.0,2.53
2409,445,1414.0,3.18
2410,401,1153.0,2.88
2411,375,992.0,2.65
2412,274,576.0,2.10
2413,443,1439.0,3.25
2414,379,1285.0,3.39
2415,15,42.0,2.80
2416,354,1115.0,3.15
2417,74,218.0,2.95
2418,110,338.0,3.07
2419,69,221.0,3.20
2420,493,1685.0,3.42
2421,477,1277.0,2.68
2422,286,607.0,2.12
2423,515,1848.0,3.59
2424,838,2833.0,3.38
2425,58,210.0,3.62
2426,27,80.0,2.96
2427,803,2729.0,3.40
2428,513,1425.0,2.78
2429,180,509.0,2.83
2430,144,448.0,3.11
2431,474,1487.0,3.14
2432,146,458.0,3.14
2433,612,2056.0,3.36
2434,60,218.0,3.63
2435,99,305.0,3.08
2436,122,438.0,3.59
2437,85,310.0,3.65
2438,1,4.0,4.00
2439,198,715.0,3.61
2440,47,158.0,3.36
2441,26,79.0,3.04
2442,160,612.0,3.83
2443,126,453.0,3.60
2444,5,20.0,4.00
2445,74,207.0,2.80
2446,63,160.0,2.54
2447,266,814.0,3.06
2448,189,444.0,2.35
2449,32,49.0,1.53
2450,434,911.0,2.10
2451,113,299.0,2.65
2452,19,32.0,1.68
2453,176,572.0,3.25
2454,480,1612.0,3.36
2455,1071,3685.0,3.44
2456,284,657.0,2.31
2457,259,876.0,3.38
2458,130,322.0,2.48
2459,247,796.0,3.22
2460,116,273.0,2.35
2461,62,130.0,2.10
2462,54,99.0,1.83
2463,475,1644.0,3.46
2464,8,21.0,2.63
2465,42,85.0,2.02
2466,13,45.0,3.46
2467,324,1264.0,3.90
2468,374,1036.0,2.77
2469,506,1658.0,3.28
2470,912,3125.0,3.43
2471,414,1088.0,2.63
2472,93,277.0,2.98
2473,193,465.0,2.41
2474,343,1187.0,3.46
2475,140,462.0,3.30
2476,300,1004.0,3.35
2477,42,96.0,2.29
2478,569,1774.0,3.12
2479,44,100.0,2.27
2480,2,9.0,4.50
2481,35,126.0,3.60
2482,30,100.0,3.33
2483,25,73.0,2.92
2484,1,2.0,2.00
2485,410,1251.0,3.05
2486,9,16.0,1.78
2487,7,17.0,2.43
2488,85,328.0,3.86
2490,773,2710.0,3.51
2491,115,315.0,2.74
2492,139,397.0,2.86
2493,28,116.0,4.14
2494,27,108.0,4.00
2495,98,353.0,3.60
2496,360,1211.0,3.36
2497,170,482.0,2.84
2498,123,287.0,2.33
2499,52,184.0,3.54
2500,119,309.0,2.60
2501,588,2433.0,4.14
2502,872,3332.0,3.82
2503,9,42.0,4.67
2504,181,522.0,2.88
2505,272,779.0,2.86
2506,163,545.0,3.34
2507,54,161.0,2.98
2509,18,50.0,2.78
2510,3,11.0,3.67
2511,82,317.0,3.87
2512,19,75.0,3.95
2513,305,903.0,2.96
2514,116,239.0,2.06
2515,52,93.0,1.79
2516,45,83.0,1.84
2517,273,836.0,3.06
2518,294,1021.0,3.47
2519,96,310.0,3.23
2520,179,563.0,3.15
2521,84,221.0,2.63
2522,79,186.0,2.35
2523,42,97.0,2.31
2524,266,803.0,3.02
2525,153,342.0,2.24
2526,131,310.0,2.37
2527,636,2176.0,3.42
2528,626,2172.0,3.47
2529,1162,4314.0,3.71
2530,365,1075.0,2.95
2531,312,884.0,2.83
2532,358,1018.0,2.84
2533,463,1408.0,3.04
2534,17,43.0,2.53
2535,119,339.0,2.85
2536,37,70.0,1.89
2537,34,66.0,1.94
2538,5,18.0,3.60
2539,616,2091.0,3.39
2540,156,473.0,3.03
2541,559,1801.0,3.22
2542,625,2436.0,3.90
2543,2,7.0,3.50
2544,18,50.0,2.78
2545,12,34.0,2.83
2546,169,497.0,2.94
2548,105,234.0,2.23
2549,175,390.0,2.23
2550,183,641.0,3.50
2551,189,622.0,3.29
2552,37,82.0,2.22
2553,219,735.0,3.36
2554,136,432.0,3.18
2555,164,279.0,1.70
2556,1,3.0,3.00
2557,5,17.0,3.40
2558,235,645.0,2.74
2559,27,70.0,2.59
2560,171,532.0,3.11
2561,131,398.0,3.04
2562,9,34.0,3.78
2563,1,3.0,3.00
2565,372,1471.0,3.95
2566,40,97.0,2.43
2567,302,967.0,3.20
2568,214,451.0,2.11
2569,9,34.0,3.78
2570,102,367.0,3.60
2571,2590,11178.0,4.32
2572,700,2396.0,3.42
2573,48,164.0,3.42
2574,199,531.0,2.67
2575,141,564.0,4.00
2576,3,6.0,2.00
2577,28,92.0,3.29
2578,4,14.0,3.50
2579,29,110.0,3.79
2580,723,2787.0,3.85
2581,624,1977.0,3.17
2582,66,205.0,3.11
2583,235,848.0,3.61
2584,1,3.0,3.00
2585,48,185.0,3.85
2586,25,74.0,2.96
2587,102,302.0,2.96
2589,64,175.0,2.73
2590,48,146.0,3.04
2591,2,4.0,2.00
2592,1,3.0,3.00
2593,35,130.0,3.71
2594,62,245.0,3.95
2596,139,503.0,3.62
2597,64,167.0,2.61
2598,533,1608.0,3.02
2599,1522,5982.0,3.93
2600,410,1335.0,3.26
2602,6,17.0,2.83
2605,777,2462.0,3.17
2606,207,564.0,2.72
2607,68,278.0,4.09
2608,5,13.0,2.60
2609,67,283.0,4.22
2610,41,159.0,3.88
2611,146,571.0,3.91
2612,136,556.0,4.09
2613,281,870.0,3.10
2614,44,85.0,1.93
2615,189,569.0,3.01
2616,624,1674.0,2.68
2617,1007,3345.0,3.32
2618,46,179.0,3.89
2619,1,3.0,3.00
2620,36,133.0,3.69
2621,69,252.0,3.65
2622,415,1390.0,3.35
2623,4,11.0,2.75
2624,102,417.0,4.09
2625,66,203.0,3.08
2626,35,125.0,3.57
2627,14,48.0,3.43
2628,2250,7672.0,3.41
2629,144,396.0,2.75
2630,41,144.0,3.51
2631,5,10.0,2.00
2632,11,36.0,3.27
2633,162,573.0,3.54
2634,93,302.0,3.25
2635,31,94.0,3.03
2636,13,32.0,2.46
2637,33,88.0,2.67
2638,36,102.0,2.83
2639,163,522.0,3.20
2640,1222,4322.0,3.54
2641,846,2677.0,3.16
2642,511,1194.0,2.34
2643,332,627.0,1.89
2644,238,911.0,3.83
2645,102,341.0,3.34
2646,39,112.0,2.87
2647,52,166.0,3.19
2648,406,1614.0,3.98
2649,65,216.0,3.32
2650,33,91.0,2.76
2651,82,258.0,3.15
2652,51,149.0,2.92
2653,42,116.0,2.76
2654,134,504.0,3.76
2655,47,83.0,1.77
2656,62,172.0,2.77
2657,1233,4058.0,3.29
2658,11,34.0,3.09
2659,46,146.0,3.17
2660,135,526.0,3.90
2661,94,316.0,3.36
2662,565,2180.0,3.86
2663,53,163.0,3.08
2664,628,2457.0,3.91
2665,71,243.0,3.42
2666,28,90.0,3.21
2667,58,152.0,2.62
2668,273,692.0,2.53
2669,107,400.0,3.74
2670,220,880.0,4.00
2671,780,2857.0,3.66
2672,391,1247.0,3.19
2673,7,27.0,3.86
2674,26,70.0,2.69
2675,10,34.0,3.40
2676,266,834.0,3.14
2677,230,933.0,4.06
2678,25,78.0,3.12
2679,5,13.0,2.60
2681,43,155.0,3.60
2682,88,357.0,4.06
2683,1434,4859.0,3.39
2685,4,12.0,3.00
2686,583,2310.0,3.96
2687,442,1620.0,3.67
2688,691,2171.0,3.14
2689,41,139.0,3.39
2690,390,1443.0,3.70
2691,20,59.0,2.95
2692,1072,4529.0,4.22
2693,224,864.0,3.86
2694,791,2480.0,3.14
2695,11,24.0,2.18
2696,81,299.0,3.69
2697,48,179.0,3.73
2699,1367,4105.0,3.00
2700,1269,4772.0,3.76
2701,902,1947.0,2.16
2702,395,1213.0,3.07
2703,1,3.0,3.00
2704,41,126.0,3.07
2705,7,19.0,2.71
2706,1389,5153.0,3.71
2707,634,2222.0,3.50
2708,47,180.0,3.83
2709,232,737.0,3.18
2710,1237,3750.0,3.03
2711,32,114.0,3.56
2712,945,3025.0,3.20
2713,421,1053.0,2.50
2714,87,283.0,3.25
2715,22,49.0,2.23
2716,2181,8518.0,3.91
2717,565,1642.0,2.91
2718,383,1199.0,3.13
2719,476,1134.0,2.38
2720,373,808.0,2.17
2721,85,320.0,3.76
2722,598,1718.0,2.87
2723,853,2568.0,3.01
2724,650,2028.0,3.12
2725,95,356.0,3.75
2726,130,542.0,4.17
2727,32,111.0,3.47
2728,426,1712.0,4.02
2729,201,777.0,3.87
2730,169,600.0,3.55
2731,187,808.0,4.32
2732,148,589.0,3.98
2733,50,122.0,2.44
2734,466,1565.0,3.36
2735,459,1330.0,2.90
2736,225,773.0,3.44
2737,23,67.0,2.91
2738,79,273.0,3.46
2739,450,1735.0,3.86
2740,17,45.0,2.65
2741,61,184.0,3.02
2742,1,2.0,2.00
2743,24,81.0,3.38
2744,38,140.0,3.68
2745,229,892.0,3.90
2746,936,3119.0,3.33
2747,356,1179.0,3.31
2748,137,281.0,2.05
2749,87,280.0,3.22
2750,285,1054.0,3.70
2751,54,152.0,2.81
2752,185,548.0,2.96
2753,57,199.0,3.49
2754,12,22.0,1.83
2755,31,83.0,2.68
2756,32,103.0,3.22
2757,135,516.0,3.82
2758,31,88.0,2.84
2759,430,1441.0,3.35
2760,7,24.0,3.43
2761,674,2728.0,4.05
2762,2459,10835.0,4.41
2763,1089,3966.0,3.64
2764,280,1008.0,3.60
2765,7,19.0,2.71
2766,33,116.0,3.52
2767,25,77.0,3.08
2768,13,42.0,3.23
2769,77,248.0,3.22
2770,935,3050.0,3.26
2771,171,494.0,2.89
2772,246,746.0,3.03
2773,14,41.0,2.93
2774,68,239.0,3.51
2775,14,46.0,3.29
2776,13,49.0,3.77
2777,5,10.0,2.00
2778,29,74.0,2.55
2779,345,1249.0,3.62
2780,82,261.0,3.18
2781,63,200.0,3.17
2782,107,375.0,3.50
2783,10,26.0,2.60
2784,63,202.0,3.21
2785,25,76.0,3.04
2786,72,174.0,2.42
2787,162,470.0,2.90
2788,451,1866.0,4.14
2789,165,494.0,2.99
2790,61,162.0,2.66
2791,1731,6874.0,3.97
2792,558,1663.0,2.98
2793,265,730.0,2.75
2794,385,1125.0,2.92
2795,549,2109.0,3.84
2796,240,708.0,2.95
2797,1491,5749.0,3.86
2798,160,308.0,1.93
2799,99,154.0,1.56
2800,22,67.0,3.05
2801,91,320.0,3.52
2802,306,945.0,3.09
2803,346,1133.0,3.27
2804,1352,5731.0,4.24
2805,448,1285.0,2.87
2806,199,524.0,2.63
2807,91,160.0,1.76
2808,375,942.0,2.51
2809,20,51.0,2.55
2810,41,161.0,3.93
2811,2,8.0,4.00
2812,46,149.0,3.24
2813,29,106.0,3.66
2814,8,21.0,2.63
2815,271,703.0,2.59
2816,148,276.0,1.86
2817,125,205.0,1.64
2818,58,93.0,1.60
2819,319,1289.0,4.04
2820,53,189.0,3.57
2821,3,8.0,2.67
2822,263,802.0,3.05
2823,4,10.0,2.50
2824,14,55.0,3.93
2825,4,11.0,2.75
2826,750,2369.0,3.16
2827,328,801.0,2.44
2828,121,255.0,2.11
2829,157,464.0,2.96
2830,11,39.0,3.55
2831,8,26.0,3.25
2833,6,22.0,3.67
2834,18,64.0,3.56
2835,56,142.0,2.54
2836,163,537.0,3.29
2837,21,71.0,3.38
2839,10,43.0,4.30
2840,419,1215.0,2.90
2841,487,1766.0,3.63
2842,42,145.0,3.45
2843,23,89.0,3.87
2844,83,264.0,3.18
2845,1,1.0,1.00
2846,166,559.0,3.37
2847,33,129.0,3.91
2848,41,162.0,3.95
2849,30,84.0,2.80
2850,7,19.0,2.71
2851,133,325.0,2.44
2852,164,613.0,3.74
2853,28,81.0,2.89
2854,11,26.0,2.36
2855,10,23.0,2.30
2856,90,250.0,2.78
2857,399,1475.0,3.70
2858,3428,14800.0,4.32
2859,239,1012.0,4.23
2860,128,417.0,3.26
2861,354,1116.0,3.15
2862,89,230.0,2.58
2863,518,2015.0,3.89
2864,28,79.0,2.82
2865,20,61.0,3.05
2866,199,734.0,3.69
2867,306,1051.0,3.43
2868,63,145.0,2.30
2869,3,8.0,2.67
2870,193,693.0,3.59
2871,729,2873.0,3.94
2872,742,2829.0,3.81
2873,22,59.0,2.68
2874,67,236.0,3.52
2875,291,948.0,3.26
2876,43,114.0,2.65
2877,211,636.0,3.01
2878,34,77.0,2.26
2879,164,568.0,3.46
2880,72,249.0,3.46
2881,786,2516.0,3.20
2882,118,330.0,2.80
2883,277,983.0,3.55
2884,42,108.0,2.57
2885,61,205.0,3.36
2886,33,74.0,2.24
2887,4,9.0,2.25
2888,119,331.0,2.78
2889,287,986.0,3.44
2890,1021,3887.0,3.81
2891,185,646.0,3.49
2892,12,30.0,2.50
2893,42,121.0,2.88
2894,32,84.0,2.63
2895,2,6.0,3.00
2896,28,93.0,3.32
2897,20,65.0,3.25
2898,102,280.0,2.75
2899,117,415.0,3.55
2900,161,432.0,2.68
2901,330,1057.0,3.20
2902,164,397.0,2.42
2903,98,201.0,2.05
2904,17,64.0,3.76
2905,69,318.0,4.61
2906,250,582.0,2.33
2907,213,521.0,2.45
2908,850,3412.0,4.01
2909,1,4.0,4.00
2911,7,23.0,3.29
2912,474,1744.0,3.68
2913,17,56.0,3.29
2914,11,24.0,2.18
2915,852,3101.0,3.64
2916,1996,7350.0,3.68
2917,504,2032.0,4.03
2918,1473,6065.0,4.12
2919,391,1523.0,3.90
2920,100,419.0,4.19
2921,317,1231.0,3.88
2922,241,903.0,3.75
2923,17,58.0,3.41
2924,133,520.0,3.91
2925,57,241.0,4.23
2926,445,1491.0,3.35
2927,99,404.0,4.08
2928,77,257.0,3.34
2929,215,747.0,3.47
2930,5,22.0,4.40
2931,10,43.0,4.30
2932,118,467.0,3.96
2933,9,31.0,3.44
2934,5,12.0,2.40
2935,145,608.0,4.19
2936,161,659.0,4.09
2937,104,446.0,4.29
2938,31,116.0,3.74
2939,52,182.0,3.50
2940,107,429.0,4.01
2941,280,1012.0,3.61
2942,362,1122.0,3.10
2943,160,605.0,3.78
2944,707,2831.0,4.00
2945,28,75.0,2.68
2946,291,1098.0,3.77
2947,897,3562.0,3.97
2948,771,2999.0,3.89
2949,646,2503.0,3.87
2950,346,807.0,2.33
2951,522,2085.0,3.99
2952,186,697.0,3.75
2953,341,816.0,2.39
2955,4,8.0,2.00
2956,141,442.0,3.13
2959,1451,5916.0,4.08
2960,4,11.0,2.75
2961,280,789.0,2.82
2962,10,34.0,3.40
2963,17,63.0,3.71
2964,12,40.0,3.33
2965,72,146.0,2.03
2966,429,1740.0,4.06
2967,127,476.0,3.75
2968,1010,3731.0,3.69
2969,91,356.0,3.91
2970,98,388.0,3.96
2971,317,1212.0,3.82
2972,65,261.0,4.02
2973,460,1863.0,4.05
2974,67,123.0,1.84
2975,111,337.0,3.04
2976,557,1711.0,3.07
2977,45,131.0,2.91
2978,103,293.0,2.84
2979,37,81.0,2.19
2981,15,56.0,3.73
2982,38,80.0,2.11
2983,81,323.0,3.99
2984,9,31.0,3.44
2985,1229,4242.0,3.45
2986,493,1174.0,2.38
2987,1799,6620.0,3.68
2988,108,393.0,3.64
2989,425,1488.0,3.50
2990,385,1232.0,3.20
2991,422,1516.0,3.59
2992,31,77.0,2.48
2993,404,1497.0,3.71
2994,10,35.0,3.50
2995,341,787.0,2.31
2996,133,456.0,3.43
2997,2241,9245.0,4.13
2998,13,46.0,3.54
2999,4,16.0,4.00
3000,345,1431.0,4.15
3001,6,10.0,1.67
3002,35,137.0,3.91
3003,8,26.0,3.25
3004,252,625.0,2.48
3005,640,2161.0,3.38
3006,884,3588.0,4.06
3007,295,1184.0,4.01
3008,51,190.0,3.73
3010,35,126.0,3.60
3011,149,538.0,3.61
3012,10,34.0,3.40
3013,65,188.0,2.89
3014,49,143.0,2.92
3015,144,486.0,3.38
3016,447,1412.0,3.16
3017,104,263.0,2.53
3018,248,862.0,3.48
3019,416,1631.0,3.92
3020,524,1809.0,3.45
3021,36,103.0,2.86
3022,206,900.0,4.37
3024,161,378.0,2.35
3025,14,46.0,3.29
3026,8,12.0,1.50
3027,7,8.0,1.14
3028,139,523.0,3.76
3029,190,622.0,3.27
3030,215,947.0,4.40
3031,53,114.0,2.15
3032,224,793.0,3.54
3033,899,2952.0,3.28
3034,343,1284.0,3.74
3035,421,1747.0,4.15
3036,174,562.0,3.23
3037,591,2390.0,4.04
3038,74,311.0,4.20
3039,839,3212.0,3.83
3040,315,1043.0,3.31
3041,73,124.0,1.70
3042,65,101.0,1.55
3043,40,69.0,1.73
3044,583,2248.0,3.86
3045,118,365.0,3.09
3046,85,297.0,3.49
3047,18,64.0,3.56
3048,71,167.0,2.35
3049,37,120.0,3.24
3050,16,50.0,3.13
3051,161,475.0,2.95
3052,989,3672.0,3.71
3053,341,1029.0,3.02
3054,136,269.0,1.98
3055,82,278.0,3.39
3056,6,22.0,3.67
3057,2,8.0,4.00
3058,12,26.0,2.17
3060,558,2138.0,3.83
3061,275,1067.0,3.88
3062,352,1398.0,3.97
3063,139,378.0,2.72
3064,60,150.0,2.50
3065,1,4.0,4.00
3066,194,718.0,3.70
3067,353,1374.0,3.89
3068,379,1465.0,3.87
3069,55,210.0,3.82
3070,611,2070.0,3.39
3071,327,1231.0,3.76
3072,982,3719.0,3.79
3073,33,107.0,3.24
3074,222,841.0,3.79
3075,69,275.0,3.99
3076,93,345.0,3.71
3077,88,372.0,4.23
3078,155,566.0,3.65
3079,145,563.0,3.88
3081,1066,3749.0,3.52
3082,862,2913.0,3.38
3083,394,1610.0,4.09
3084,2,7.0,3.50
3085,2,5.0,2.50
3086,81,290.0,3.58
3087,516,1795.0,3.48
3088,356,1456.0,4.09
3089,252,1098.0,4.36
3090,177,733.0,4.14
3091,141,604.0,4.28
3092,20,80.0,4.00
3093,208,769.0,3.70
3094,101,389.0,3.85
3095,521,2154.0,4.13
3096,93,368.0,3.96
3097,206,832.0,4.04
3098,548,2100.0,3.83
3099,273,884.0,3.24
3100,623,2340.0,3.76
3101,802,2943.0,3.67
3102,244,889.0,3.64
3103,68,208.0,3.06
3104,765,2950.0,3.86
3105,680,2571.0,3.78
3106,25,81.0,3.24
3107,869,2990.0,3.44
3108,945,3427.0,3.63
3109,64,206.0,3.22
3110,33,112.0,3.39
3111,213,788.0,3.70
3112,70,236.0,3.37
3113,564,1483.0,2.63
3114,1585,6687.0,4.22
3115,110,348.0,3.16
3116,11,30.0,2.73
3117,73,241.0,3.30
3118,66,233.0,3.53
3119,3,5.0,1.67
3120,130,392.0,3.02
3121,18,64.0,3.56
3122,29,98.0,3.38
3123,3,3.0,1.00
3124,34,113.0,3.32
3125,200,703.0,3.52
3126,3,12.0,4.00
3127,56,181.0,3.23
3128,51,176.0,3.45
3129,288,1066.0,3.70
3130,118,280.0,2.37
3131,2,7.0,3.50
3132,38,138.0,3.63
3133,42,156.0,3.71
3134,165,716.0,4.34
3135,195,770.0,3.95
3136,3,9.0,3.00
3137,16,61.0,3.81
3138,66,211.0,3.20
3139,17,54.0,3.18
3140,9,31.0,3.44
3141,62,189.0,3.05
3142,130,440.0,3.38
3143,33,122.0,3.70
3144,49,160.0,3.27
3145,259,870.0,3.36
3146,308,851.0,2.76
3147,1222,5077.0,4.15
3148,711,2810.0,3.95
3149,9,22.0,2.44
3150,60,221.0,3.68
3151,1,2.0,2.00
3152,354,1406.0,3.97
3153,258,933.0,3.62
3154,8,28.0,3.50
3155,333,1137.0,3.41
3156,383,1113.0,2.91
3157,520,1638.0,3.15
3158,44,160.0,3.64
3159,453,1724.0,3.81
3160,1113,4334.0,3.89
3161,19,66.0,3.47
3162,21,52.0,2.48
3163,304,1126.0,3.70
3164,1,4.0,4.00
3165,61,160.0,2.62
3166,6,7.0,1.17
3167,166,603.0,3.63
3168,485,1829.0,3.77
3169,253,889.0,3.51
3171,25,98.0,3.92
3172,1,5.0,5.00
3173,483,1510.0,3.13
3174,874,3046.0,3.49
3175,1728,6517.0,3.77
3176,1331,4663.0,3.50
3177,168,437.0,2.60
3178,509,1959.0,3.85
3179,225,768.0,3.41
3180,70,154.0,2.20
3181,163,605.0,3.71
3182,124,491.0,3.96
3183,45,163.0,3.62
3184,5,15.0,3.00
3185,398,1358.0,3.41
3186,431,1499.0,3.48
3187,3,9.0,3.00
3188,54,200.0,3.70
3189,300,1093.0,3.64
3190,161,346.0,2.15
3192,24,98.0,4.08
3194,220,727.0,3.30
3196,394,1666.0,4.23
3197,251,829.0,3.30
3198,325,1324.0,4.07
3199,72,241.0,3.35
3200,172,662.0,3.85
3201,359,1419.0,3.95
3202,1,1.0,1.00
3203,497,1828.0,3.68
3204,204,747.0,3.66
3205,4,9.0,2.25
3206,133,432.0,3.25
3207,5,16.0,3.20
3208,264,729.0,2.76
3209,1,1.0,1.00
3210,886,3400.0,3.84
3211,66,232.0,3.52
3212,2,5.0,2.50
3213,232,826.0,3.56
3214,97,323.0,3.33
3215,11,35.0,3.18
3216,3,10.0,3.33
3217,91,305.0,3.35
3218,32,102.0,3.19
3219,447,1455.0,3.26
3220,1,2.0,2.00
3221,29,99.0,3.41
3222,30,125.0,4.17
3223,29,99.0,3.41
3224,77,312.0,4.05
3225,122,328.0,2.69
3228,2,2.0,1.00
3229,1,4.0,4.00
3230,78,286.0,3.67
3232,5,20.0,4.00
3233,2,10.0,5.00
3235,71,213.0,3.00
3236,2,7.0,3.50
3237,1,1.0,1.00
3238,267,570.0,2.13
3239,37,88.0,2.38
3240,33,108.0,3.27
3241,57,209.0,3.67
3242,3,11.0,3.67
3243,293,733.0,2.50
3244,322,1190.0,3.70
3245,5,24.0,4.80
3246,475,1854.0,3.90
3247,666,2110.0,3.17
3248,202,513.0,2.54
3249,340,1066.0,3.14
3250,366,1245.0,3.40
3251,276,933.0,3.38
3252,555,2061.0,3.71
3253,1120,4033.0,3.60
3254,433,1249.0,2.88
3255,1099,4044.0,3.68
3256,1052,3945.0,3.75
3257,626,1790.0,2.86
3258,339,933.0,2.75
3259,403,1358.0,3.37
3260,480,1790.0,3.73
3261,429,1494.0,3.48
3262,163,484.0,2.97
3263,667,2127.0,3.19
3264,512,1583.0,3.09
3265,327,1353.0,4.14
3266,154,563.0,3.66
3267,483,1781.0,3.69
3268,179,319.0,1.78
3269,477,1528.0,3.20
3270,200,657.0,3.29
3271,328,1262.0,3.85
3272,171,548.0,3.20
3273,577,1577.0,2.73
3274,438,1361.0,3.11
3275,92,333.0,3.62
3276,46,122.0,2.65
3277,1,4.0,4.00
3280,1,5.0,5.00
3281,49,198.0,4.04
3282,10,37.0,3.70
3283,15,52.0,3.47
3284,45,168.0,3.73
3285,423,1143.0,2.70
3286,122,270.0,2.21
3287,129,352.0,2.73
3288,4,12.0,3.00
3289,52,196.0,3.77
3290,1,3.0,3.00
3291,1,2.0,2.00
3292,6,23.0,3.83
3293,5,17.0,3.40
3294,2,5.0,2.50
3295,2,7.0,3.50
3296,203,770.0,3.79
3297,1,2.0,2.00
3298,590,2041.0,3.46
3299,176,404.0,2.30
3300,542,1789.0,3.30
3301,602,2034.0,3.38
3302,53,177.0,3.34
3303,6,21.0,3.50
3304,56,200.0,3.57
3305,2,8.0,4.00
3306,24,95.0,3.96
3307,271,1189.0,4.39
3308,294,940.0,3.20
3309,24,88.0,3.67
3310,62,235.0,3.79
3311,33,125.0,3.79
3312,1,1.0,1.00
3313,20,45.0,2.25
3314,4,13.0,3.25
3315,1,2.0,2.00
3316,289,800.0,2.77
3317,496,1959.0,3.95
3318,48,167.0,3.48
3319,28,87.0,3.11
3320,45,158.0,3.51
3321,1,2.0,2.00
3322,4,11.0,2.75
3323,1,3.0,3.00
3324,190,525.0,2.76
3325,160,373.0,2.33
3326,180,514.0,2.86
3327,134,473.0,3.53
3328,314,1207.0,3.84
3329,27,103.0,3.81
3330,108,406.0,3.76
3331,35,81.0,2.31
3333,16,56.0,3.50
3334,461,1882.0,4.08
3335,12,32.0,2.67
3336,2,6.0,3.00
3337,2,7.0,3.50
3338,27,120.0,4.44
3339,43,161.0,3.74
3340,71,199.0,2.80
3341,177,715.0,4.04
3342,223,860.0,3.86
3343,40,95.0,2.38
3344,20,52.0,2.60
3345,23,72.0,3.13
3346,5,14.0,2.80
3347,212,844.0,3.98
3349,25,85.0,3.40
3350,143,568.0,3.97
3351,15,49.0,3.27
3352,3,8.0,2.67
3353,2,8.0,4.00
3354,793,2058.0,2.60
3355,298,857.0,2.88
3357,103,388.0,3.77
3358,446,1642.0,3.68
3359,520,2122.0,4.08
3360,590,2312.0,3.92
3361,1095,4202.0,3.84
3362,765,3037.0,3.97
3363,990,3986.0,4.03
3364,151,593.0,3.93
3365,245,1001.0,4.09
3366,265,1010.0,3.81
3367,43,145.0,3.37
3368,63,230.0,3.65
3370,86,295.0,3.43
3371,48,178.0,3.71
3372,56,199.0,3.55
3373,3,8.0,2.67
3374,15,39.0,2.60
3375,65,217.0,3.34
3376,1,1.0,1.00
3377,2,7.0,3.50
3378,4,13.0,3.25
3379,95,375.0,3.95
3380,3,9.0,3.00
3381,2,7.0,3.50
3382,1,5.0,5.00
3384,276,1049.0,3.80
3385,141,360.0,2.55
3386,756,2839.0,3.76
3387,173,471.0,2.72
3388,298,810.0,2.72
3389,38,103.0,2.71
3390,33,55.0,1.67
3391,96,219.0,2.28
3392,157,304.0,1.94
3393,51,109.0,2.14
3394,210,561.0,2.67
3395,55,156.0,2.84
3396,744,2869.0,3.86
3397,358,1338.0,3.74
3398,341,1195.0,3.50
3399,87,272.0,3.13
3400,29,73.0,2.52
3401,113,238.0,2.11
3402,23,77.0,3.35
3403,32,89.0,2.78
3404,219,756.0,3.45
3405,144,558.0,3.88
3406,105,394.0,3.75
3407,3,5.0,1.67
3408,1315,5081.0,3.86
3409,459,1502.0,3.27
3410,9,39.0,4.33
3412,175,590.0,3.37
3413,2,7.0,3.50
3414,50,163.0,3.26
3415,23,88.0,3.83
3416,51,201.0,3.94
3417,73,262.0,3.59
3418,1417,5215.0,3.68
3419,13,41.0,3.15
3420,199,739.0,3.71
3421,1207,4892.0,4.05
3422,210,714.0,3.40
3423,74,216.0,2.92
3424,781,3031.0,3.88
3425,79,260.0,3.29
3426,215,687.0,3.20
3427,74,247.0,3.34
3428,59,174.0,2.95
3429,274,1188.0,4.34
3430,220,735.0,3.34
3431,85,227.0,2.67
3432,72,163.0,2.26
3433,48,103.0,2.15
3434,38,86.0,2.26
3435,551,2433.0,4.42
3436,128,357.0,2.79
